student_id,gender,age,study_hours_per_day,attendance_percentage,previous_exam_score,sleep_hours,screen_time_hours,extracurricular_activities,parental_education,internet_access,study_group,tutoring,final_exam_score
STU1837,Female,18,2.3,81.3,89.4,7.3,7.4,Yes,Bachelors,Yes,No,Yes,86.2
STU1838,Female,15,6.7,79.6,98.3,5.4,4.4,Yes,Bachelors,No,No,No,100.0
STU1839,Male,17,4.0,77.5,62.6,6.4,2.5,No,PhD,Yes,No,Yes,86.7
STU1840,Male,17,4.4,78.5,69.4,5.9,4.4,No,High School,Yes,No,No,70.7
STU1841,Female,15,6.0,57.4,42.3,5.8,3.4,Yes,High School,Yes,Yes,No,66.9
STU1842,Male,17,2.0,73.4,87.2,8.2,4.6,No,High School,Yes,Yes,No,85.8
STU1843,Female,15,5.3,81.1,47.5,4.9,5.0,Yes,High School,Yes,No,No,64.6
STU1844,Female,18,4.9,81.9,68.3,9.1,6.2,No,Bachelors,Yes,No,No,88.0
STU1845,Female,17,5.6,67.7,48.5,8.0,4.0,No,Masters,Yes,No,No,74.5
STU1846,Male,17,5.1,,56.2,8.3,7.0,Yes,Bachelors,Yes,No,No,65.2
STU1847,Female,15,9.9,69.6,52.4,6.2,5.6,No,Bachelors,Yes,No,No,84.1
STU1848,Male,15,3.1,91.6,55.9,6.6,2.7,Yes,PhD,Yes,No,No,76.7
STU1849,Male,18,3.3,85.1,56.9,4.8,8.0,No,High School,Yes,Yes,Yes,71.0
STU1850,Male,15,3.1,72.2,56.8,6.1,4.6,Yes,High School,Yes,No,No,71.5
STU1851,Female,15,3.3,100.0,77.5,7.5,2.5,No,Bachelors,Yes,No,No,90.8
STU1852,Female,18,3.1,65.7,48.4,8.6,7.0,Yes,Bachelors,No,Yes,No,70.3
STU1853,Male,16,7.1,91.0,68.3,,7.7,No,High School,Yes,No,No,81.7
STU1854,Male,16,7.6,92.0,83.3,6.3,3.9,No,Bachelors,No,No,No,100.0
STU1855,Female,15,3.2,72.0,57.3,6.6,3.1,No,Bachelors,No,Yes,No,73.0
STU1856,Female,18,2.7,96.7,54.2,4.8,3.7,No,Bachelors,Yes,Yes,Yes,74.4
STU1857,Female,16,5.5,77.0,61.5,7.6,5.3,No,Bachelors,Yes,No,No,82.4
STU1858,Female,18,3.3,83.5,82.7,5.8,6.3,Yes,High School,No,No,No,75.7
STU1859,Male,15,5.9,83.1,67.9,6.5,5.0,Yes,High School,Yes,Yes,No,82.5
STU1860,Female,15,4.9,78.4,57.0,6.2,4.2,Yes,Bachelors,Yes,Yes,No,69.3
STU1861,Male,18,1.2,89.7,72.3,5.7,6.7,No,High School,Yes,No,Yes,73.6
STU1862,Female,17,7.9,89.5,48.5,6.8,3.4,Yes,PhD,Yes,No,Yes,94.6
STU1863,Female,15,8.5,59.0,75.2,6.5,5.9,No,Bachelors,Yes,No,No,94.6
STU1864,Male,15,3.2,95.7,71.1,6.3,3.5,No,High School,Yes,Yes,Yes,90.4
STU1865,Male,15,3.6,60.1,60.4,5.8,4.8,Yes,Masters,Yes,No,No,67.2
STU1866,Female,15,5.1,92.4,52.4,7.2,3.8,Yes,Bachelors,Yes,No,No,72.2
STU1867,Male,18,5.2,93.5,51.7,9.1,3.9,Yes,High School,Yes,No,No,82.3
STU1868,Male,18,5.9,66.9,73.0,7.0,3.3,Yes,Masters,Yes,No,No,94.8
STU1869,Female,18,8.9,75.1,83.4,8.2,6.4,Yes,Masters,Yes,No,No,100.0
STU1870,Male,18,4.1,66.7,55.4,4.9,2.7,Yes,Bachelors,No,No,Yes,78.0
STU1871,Female,17,2.7,77.4,71.9,7.0,2.7,No,High School,Yes,No,No,74.5
STU1872,Male,18,1.5,76.3,33.7,5.3,7.8,No,Bachelors,Yes,No,No,41.2
STU1873,Female,18,2.9,89.4,56.2,4.7,5.8,Yes,Masters,Yes,No,No,65.7
STU1874,Male,15,4.4,95.7,64.5,5.8,0.0,Yes,High School,Yes,No,No,86.0
STU1875,Male,17,8.4,96.7,51.4,8.5,3.0,Yes,High School,Yes,No,No,90.4
STU1876,Female,15,3.4,73.3,51.0,8.1,0.7,No,Masters,No,Yes,No,73.5
STU1877,Female,17,5.0,77.5,55.0,7.1,2.3,No,High School,Yes,No,Yes,77.5
STU1878,Male,16,4.5,59.8,69.4,4.7,0.0,Yes,Masters,No,Yes,Yes,84.3
STU1879,Male,17,7.1,70.3,62.2,6.5,3.8,Yes,Bachelors,Yes,No,No,79.3
STU1880,Female,17,10.1,91.6,31.4,,1.9,No,Bachelors,Yes,Yes,Yes,94.6
STU1881,Male,15,3.3,99.4,33.2,7.0,4.1,No,High School,Yes,No,No,61.2
STU1882,Female,17,3.4,65.2,55.9,4.2,1.1,Yes,Masters,No,No,No,67.3
STU1883,Female,17,6.8,72.9,71.9,5.6,4.1,No,Bachelors,Yes,No,Yes,85.2
STU1884,Female,15,6.0,79.7,23.8,6.7,3.3,Yes,Bachelors,Yes,No,No,54.9
STU1885,Male,16,8.6,83.4,57.5,7.6,6.7,Yes,Bachelors,No,No,Yes,96.9
STU1886,Male,16,5.8,70.3,57.1,3.7,6.5,No,Masters,Yes,No,No,73.6
STU1887,Female,16,3.7,85.1,85.8,6.6,5.4,No,PhD,Yes,No,No,80.4
STU1888,Male,17,5.8,74.3,59.2,7.0,3.4,Yes,Bachelors,No,Yes,No,84.5
STU1889,Male,15,6.9,79.8,70.7,8.0,7.6,No,Bachelors,Yes,No,No,90.9
STU1890,Male,16,6.3,86.6,67.1,7.8,1.2,Yes,PhD,Yes,No,Yes,100.0
STU1891,Male,16,5.6,80.1,33.0,7.6,1.5,No,Bachelors,Yes,Yes,No,79.2
STU1892,Male,16,6.8,74.8,76.5,5.7,3.8,No,High School,Yes,No,No,88.7
STU1893,Male,16,7.1,78.7,68.2,4.1,8.1,No,High School,Yes,No,No,69.0
STU1894,Female,15,7.5,78.9,72.6,6.2,3.6,No,Masters,Yes,No,No,95.2
STU1895,Male,16,5.9,75.6,100.0,8.2,3.7,Yes,Bachelors,Yes,No,No,100.0
STU1896,Male,17,4.1,76.9,33.7,8.8,1.4,No,Bachelors,Yes,No,No,60.8
STU1897,Male,17,4.8,99.2,90.9,7.8,5.7,No,Bachelors,No,Yes,No,100.0
STU1898,Female,15,7.2,86.7,60.7,7.4,5.7,No,High School,No,Yes,No,72.2
STU1899,Male,18,2.7,76.5,69.3,7.3,5.4,Yes,Bachelors,Yes,No,No,80.7
STU1900,Female,16,5.3,88.4,64.3,6.0,2.9,No,High School,Yes,Yes,No,77.6
STU1901,Female,16,3.6,76.0,58.6,6.6,2.7,No,Bachelors,No,Yes,No,65.8
STU1902,Male,17,4.6,94.1,56.5,9.1,1.7,Yes,Bachelors,Yes,No,Yes,88.6
STU1903,Male,15,7.3,84.4,69.9,5.5,4.2,No,Bachelors,Yes,No,No,91.7
STU1904,Male,18,4.9,78.7,42.2,9.1,2.1,Yes,Masters,No,No,Yes,78.3
STU1905,Female,17,4.6,85.4,76.3,6.3,1.9,Yes,Masters,Yes,No,No,87.7
STU1906,Female,18,1.5,61.1,58.8,8.7,3.2,No,Masters,Yes,No,No,62.1
STU1907,Female,15,6.1,66.5,48.0,4.8,3.1,No,High School,Yes,No,No,60.4
STU1908,Male,15,5.9,65.7,58.2,7.6,3.0,No,High School,Yes,No,No,73.8
STU1909,Female,15,9.3,81.7,83.9,,4.8,Yes,Bachelors,Yes,No,No,100.0
STU1910,Male,17,3.8,100.0,57.0,4.8,4.1,No,PhD,Yes,No,Yes,82.5
STU1911,Male,15,5.0,100.0,70.4,7.1,3.5,Yes,Masters,Yes,No,No,98.2
STU1912,Female,17,5.0,87.7,54.0,,4.3,Yes,Masters,Yes,Yes,Yes,95.0
STU1913,Female,17,8.0,86.0,76.4,5.6,2.2,Yes,High School,Yes,No,No,94.7
STU1914,Male,16,4.3,58.4,75.3,4.7,4.2,No,Bachelors,Yes,No,Yes,77.5
STU1915,Male,17,5.1,73.5,92.7,6.7,4.3,No,Bachelors,Yes,No,No,100.0
STU1916,Male,17,5.8,70.5,62.4,6.7,1.3,No,High School,Yes,No,No,88.4
STU1917,Male,16,4.9,72.5,75.0,7.6,5.8,No,High School,No,No,No,67.5
STU1918,Male,18,3.5,78.0,66.5,8.1,2.4,Yes,PhD,Yes,Yes,No,88.3
STU1919,Female,16,4.9,74.3,84.4,6.7,4.2,No,High School,Yes,Yes,No,87.8
STU1920,Female,16,6.9,56.2,54.2,9.4,6.1,No,High School,Yes,No,No,76.3
STU1921,Female,15,2.2,89.0,76.2,7.1,5.7,No,High School,Yes,No,No,71.6
STU1922,Female,15,4.8,67.1,62.1,6.3,4.1,Yes,PhD,Yes,Yes,No,75.3
STU1923,Female,16,3.0,82.9,64.0,4.5,3.3,No,Bachelors,Yes,No,No,68.1
STU1924,Female,15,7.1,100.0,66.4,6.4,5.7,No,Bachelors,Yes,Yes,No,88.0
STU1925,Female,16,1.1,69.0,68.8,6.3,5.2,No,Masters,Yes,No,No,71.2
STU1926,Male,15,3.3,49.6,63.3,8.1,2.9,No,High School,No,Yes,Yes,62.5
STU1927,Female,17,5.3,76.6,68.2,7.4,2.6,Yes,Bachelors,Yes,No,No,82.2
STU1928,Female,15,7.9,93.2,88.7,5.1,0.3,No,,Yes,No,No,95.9
STU1929,Female,15,4.4,100.0,79.8,7.0,4.3,Yes,High School,Yes,No,No,97.7
STU1930,Female,17,3.3,,78.0,7.7,3.9,No,,Yes,No,No,88.0
STU1931,Male,16,8.6,86.0,58.2,8.9,6.0,No,Masters,No,No,No,86.4
STU1932,Female,15,1.3,74.4,51.7,8.0,4.6,Yes,Bachelors,Yes,No,No,60.1
STU1933,Male,15,0.0,78.7,79.3,7.9,6.4,No,Bachelors,Yes,No,No,72.5
STU1934,Female,17,5.5,100.0,78.1,6.9,2.7,No,Bachelors,Yes,No,No,100.0
STU1935,Male,17,3.4,62.0,87.1,7.3,6.0,Yes,High School,Yes,No,No,82.5
STU1936,Male,17,2.3,83.0,55.9,8.5,3.0,No,High School,Yes,No,No,64.4
STU1937,Male,18,6.1,85.6,61.6,4.9,5.4,Yes,High School,Yes,No,Yes,73.4
STU1938,Female,17,5.0,93.0,40.4,6.3,1.4,No,High School,No,Yes,No,63.7
STU1939,Male,16,3.3,81.2,59.1,,4.4,No,Masters,Yes,No,No,72.1
STU1940,Female,15,1.7,,79.9,7.3,0.4,No,High School,Yes,Yes,Yes,83.7
STU1941,Male,15,6.4,75.3,58.0,8.5,3.5,No,High School,Yes,Yes,Yes,86.3
STU1942,Female,18,5.9,83.2,74.6,6.0,4.8,No,Bachelors,Yes,Yes,No,85.0
STU1943,Female,15,4.3,75.9,62.1,3.5,3.1,No,Masters,Yes,Yes,Yes,73.3
STU1944,Male,15,8.6,,69.9,6.2,2.1,Yes,High School,Yes,Yes,Yes,96.1
STU1945,Male,16,2.1,75.6,47.8,8.1,5.5,No,High School,Yes,No,No,67.1
STU1946,Female,15,1.1,84.5,66.3,7.6,3.8,No,Bachelors,Yes,Yes,No,77.6
STU1947,Female,16,3.0,79.6,20.1,7.4,3.1,Yes,Masters,No,No,No,62.7
STU1948,Female,18,4.4,93.5,62.2,6.4,4.1,Yes,Bachelors,Yes,Yes,No,86.3
STU1949,Male,16,5.0,79.4,40.5,5.0,8.7,No,Masters,No,No,No,55.2
STU1950,Male,17,4.0,,83.1,7.5,6.1,No,PhD,Yes,No,No,90.2
STU1951,Female,17,5.3,95.1,76.7,5.6,6.1,Yes,Masters,Yes,No,Yes,94.9
STU1952,Male,18,1.7,69.1,72.0,9.9,4.8,Yes,Bachelors,Yes,No,No,76.0
STU1953,Male,15,7.7,72.2,87.8,7.6,4.3,Yes,Bachelors,Yes,No,Yes,100.0
STU1954,Male,16,4.3,72.9,50.8,6.0,0.0,No,High School,No,No,No,50.6
STU1955,Female,17,7.0,96.5,91.2,5.9,2.8,Yes,PhD,Yes,Yes,Yes,100.0
STU1956,Female,16,5.3,54.4,79.0,6.7,3.1,No,Bachelors,Yes,No,No,85.2
STU1957,Male,17,5.5,100.0,61.5,6.5,0.6,Yes,High School,Yes,No,No,91.2
STU1958,Male,16,5.8,92.7,82.0,8.4,1.9,No,Bachelors,Yes,No,No,99.2
STU1959,Male,15,5.5,,48.4,7.1,0.4,Yes,High School,Yes,No,No,79.1
STU1960,Male,18,5.9,79.3,52.6,5.8,3.9,No,Bachelors,Yes,No,No,71.0
STU1961,Male,15,7.4,83.4,55.9,9.4,5.5,Yes,Bachelors,Yes,No,No,89.7
STU1962,Female,16,4.9,86.3,57.1,6.9,6.0,No,Bachelors,Yes,No,No,66.5
STU1963,Male,17,6.1,87.7,49.2,7.9,4.7,Yes,Masters,Yes,No,No,81.8
STU1964,Male,17,4.3,86.7,83.3,5.9,2.3,No,High School,Yes,Yes,Yes,97.8
STU1965,Female,18,7.7,81.1,61.1,7.3,0.5,No,Bachelors,No,No,Yes,92.2
STU1966,Male,15,3.0,77.6,70.3,7.2,0.8,Yes,Bachelors,Yes,No,No,84.6
STU1967,Female,15,8.5,78.2,56.4,4.2,1.7,No,Bachelors,No,Yes,Yes,83.0
STU1968,Male,15,4.4,77.7,37.7,9.6,2.4,No,,No,Yes,No,62.9
STU1969,Male,17,1.4,93.6,69.1,8.6,3.7,Yes,Bachelors,Yes,No,Yes,84.4
STU1970,Female,18,4.8,87.1,36.3,6.2,2.2,Yes,Bachelors,Yes,No,No,73.1
STU1971,Female,17,3.0,44.7,64.0,5.3,4.6,Yes,High School,Yes,Yes,Yes,55.1
STU1972,Male,15,6.3,87.9,44.5,7.3,3.6,No,PhD,Yes,No,No,82.5
STU1973,Female,16,3.1,82.3,94.8,6.9,4.0,No,Bachelors,Yes,Yes,Yes,93.2
STU1974,Female,17,3.5,79.8,78.7,7.3,6.1,Yes,Masters,Yes,No,Yes,87.0
STU1975,Male,18,0.3,75.3,66.6,7.1,1.9,No,High School,Yes,No,Yes,61.9
STU1976,Male,15,3.5,93.5,84.0,7.5,4.8,No,High School,No,No,No,80.1
STU1977,Female,16,0.0,91.4,52.3,8.8,4.0,No,Bachelors,Yes,No,Yes,72.4
STU1978,Male,17,1.0,70.7,73.2,7.6,3.4,No,Masters,Yes,No,No,72.9
STU1979,Female,16,6.2,84.9,68.0,5.3,5.6,No,Bachelors,Yes,No,Yes,84.4
STU1980,Female,16,6.2,68.3,69.0,8.7,5.6,No,PhD,No,Yes,Yes,88.8
STU1981,Female,18,5.4,63.4,84.1,9.1,2.3,Yes,Bachelors,Yes,No,No,96.5
STU1982,Male,17,2.4,72.5,76.0,10.0,3.7,No,Bachelors,Yes,No,No,82.2
STU1983,Male,18,4.4,90.3,69.3,5.2,4.5,No,High School,Yes,No,No,78.5
STU1984,Female,15,4.5,91.4,40.2,7.1,3.5,No,Masters,Yes,No,No,77.1
STU1985,Male,16,2.0,86.2,50.6,3.9,5.1,No,High School,Yes,Yes,No,65.1
STU1986,Male,18,7.8,88.7,63.2,7.6,4.5,No,Masters,Yes,Yes,No,95.9
STU1987,Male,18,6.4,86.2,66.4,6.0,7.3,No,Masters,Yes,Yes,No,85.0
STU1988,Male,15,4.0,72.3,48.0,9.5,1.2,Yes,PhD,Yes,No,No,81.3
STU1989,Female,17,4.6,85.2,100.0,5.7,3.8,Yes,Bachelors,Yes,No,No,100.0
STU1990,Male,18,5.0,89.6,87.7,4.4,2.4,No,Bachelors,No,No,No,98.7
STU1991,Female,16,0.0,89.1,74.0,6.1,5.1,No,Masters,Yes,No,No,76.7
STU1992,Male,16,4.0,94.3,66.1,4.0,1.1,Yes,High School,No,No,Yes,78.0
STU1993,Female,16,3.0,88.5,61.8,7.9,4.6,No,Bachelors,Yes,No,Yes,72.1
STU1994,Male,16,2.3,84.2,50.7,3.9,2.9,No,High School,Yes,Yes,No,58.4
STU1995,Female,18,3.9,92.8,66.2,,2.7,Yes,Bachelors,Yes,No,No,90.1
STU1996,Female,16,8.5,79.7,68.9,3.9,1.4,Yes,High School,Yes,Yes,No,85.1
STU1997,Male,18,5.9,69.4,46.4,6.4,3.2,Yes,High School,Yes,Yes,Yes,78.0
STU1998,Female,17,3.2,78.0,70.0,9.1,6.0,No,Bachelors,Yes,No,No,78.4
STU1999,Male,16,5.8,71.1,62.7,7.3,4.0,Yes,,Yes,No,Yes,92.0
